final_day_rank,kkt_id,date,final_day_anomaly_score,best_day_score,mean_day_score,total_sum,n_bills,total_ecash,ecash_fraction,explanation
430,a8b4cd4a3838e87fb025359cee378909,2023-10-01,0.0,1.0,1.0,91799.0,36.0,0.0,0.0,derived_cash_to_ecash=279404248825856.00; total_cash=6.54; max_sum__peer_date_robust_z=5.41; max_sum=5.11; std_sum=5.01; avg_cash=4.77; derived_cash_share=4.02; avg_sum=3.69; derived_sum_per_bill=3.69; median_sum=3.32 || derived_cash_to_ecash=279404248825856.00; total_cash=6.54; max_sum__peer_date_robust_z=5.41; max_sum=5.11; std_sum=5.01; avg_cash=4.77; derived_cash_share=4.02; avg_sum=3.69; derived_sum_per_bill=3.69; median_sum=3.32 || derived_cash_to_ecash=279404248825856.00; total_cash=6.54; max_sum__peer_date_robust_z=5.41; max_sum=5.11; std_sum=5.01; avg_cash=4.77; derived_cash_share=4.02; avg_sum=3.69; derived_sum_per_bill=3.69; median_sum=3.32
431,a8b38974ddb35fdb136cd7e69059f839,2023-12-09,0.0,1.0,1.0,1900.0,1.0,0.0,0.0,derived_cash_to_ecash=5782939631616.00; avg_sum__roll7_rel_jump=9556317184.00; total_sum__roll7_rel_jump=5042209280.00; max_sum__roll7_rel_jump=4160358400.00; max_sum__roll7_z=1841364992.00; avg_sum__roll7_z=1695683840.00; total_sum__roll7_z=1655071104.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12 || derived_cash_to_ecash=5782939631616.00; avg_sum__roll7_rel_jump=9556317184.00; total_sum__roll7_rel_jump=5042209280.00; max_sum__roll7_rel_jump=4160358400.00; max_sum__roll7_z=1841364992.00; avg_sum__roll7_z=1695683840.00; total_sum__roll7_z=1655071104.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12 || derived_cash_to_ecash=5782939631616.00; avg_sum__roll7_rel_jump=9556317184.00; total_sum__roll7_rel_jump=5042209280.00; max_sum__roll7_rel_jump=4160358400.00; max_sum__roll7_z=1841364992.00; avg_sum__roll7_z=1695683840.00; total_sum__roll7_z=1655071104.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12
432,a8b38974ddb35fdb136cd7e69059f839,2023-10-31,0.0,1.0,1.0,2600.0,1.0,0.0,0.0,derived_cash_to_ecash=7913496117248.00; avg_sum__roll7_rel_jump=13077065728.00; total_sum__roll7_rel_jump=6899865600.00; max_sum__roll7_rel_jump=5693122048.00; max_sum__roll7_z=2519762688.00; avg_sum__roll7_z=2320409344.00; total_sum__roll7_z=2264834304.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12 || derived_cash_to_ecash=7913496117248.00; avg_sum__roll7_rel_jump=13077065728.00; total_sum__roll7_rel_jump=6899865600.00; max_sum__roll7_rel_jump=5693122048.00; max_sum__roll7_z=2519762688.00; avg_sum__roll7_z=2320409344.00; total_sum__roll7_z=2264834304.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12 || derived_cash_to_ecash=7913496117248.00; avg_sum__roll7_rel_jump=13077065728.00; total_sum__roll7_rel_jump=6899865600.00; max_sum__roll7_rel_jump=5693122048.00; max_sum__roll7_z=2519762688.00; avg_sum__roll7_z=2320409344.00; total_sum__roll7_z=2264834304.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12
433,a8ae94fc18d6d40b6ff86efd8b2ff882,2023-12-30,0.0,1.0,1.0,39023.11,1.0,39023.11,1.0,avg_sum__roll7_rel_jump=196272226304.00; total_sum__roll7_rel_jump=103559315456.00; max_sum__roll7_rel_jump=85447434240.00; max_sum__roll7_z=37818834944.00; avg_sum__roll7_z=34826764288.00; total_sum__roll7_z=33992644608.00; total_items__roll7_rel_jump=383377376.00; total_items__roll7_z=123299904.00; ecash_fraction__roll7_rel_jump=73982216.00; ecash_fraction__roll7_z=3742908.25 || avg_sum__roll7_rel_jump=196272226304.00; total_sum__roll7_rel_jump=103559315456.00; max_sum__roll7_rel_jump=85447434240.00; max_sum__roll7_z=37818834944.00; avg_sum__roll7_z=34826764288.00; total_sum__roll7_z=33992644608.00; total_items__roll7_rel_jump=383377376.00; total_items__roll7_z=123299904.00; ecash_fraction__roll7_rel_jump=73982216.00; ecash_fraction__roll7_z=3742908.25 || avg_sum__roll7_rel_jump=196272226304.00; total_sum__roll7_rel_jump=103559315456.00; max_sum__roll7_rel_jump=85447434240.00; max_sum__roll7_z=37818834944.00; avg_sum__roll7_z=34826764288.00; total_sum__roll7_z=33992644608.00; total_items__roll7_rel_jump=383377376.00; total_items__roll7_z=123299904.00; ecash_fraction__roll7_rel_jump=73982216.00; ecash_fraction__roll7_z=3742908.25
434,a8ae94fc18d6d40b6ff86efd8b2ff882,2023-12-04,0.0,1.0,1.0,20587.53,1.0,20587.53,1.0,avg_sum__roll7_rel_jump=103547879424.00; total_sum__roll7_rel_jump=54635073536.00; max_sum__roll7_rel_jump=45079740416.00; max_sum__roll7_z=19952187392.00; avg_sum__roll7_z=18373652480.00; total_sum__roll7_z=17933592576.00; total_items__roll7_rel_jump=177123024.00; ecash_fraction__roll7_rel_jump=73982216.00; total_items__roll7_z=56965420.00; ecash_fraction__roll7_z=3742908.25 || avg_sum__roll7_rel_jump=103547879424.00; total_sum__roll7_rel_jump=54635073536.00; max_sum__roll7_rel_jump=45079740416.00; max_sum__roll7_z=19952187392.00; avg_sum__roll7_z=18373652480.00; total_sum__roll7_z=17933592576.00; total_items__roll7_rel_jump=177123024.00; ecash_fraction__roll7_rel_jump=73982216.00; total_items__roll7_z=56965420.00; ecash_fraction__roll7_z=3742908.25 || avg_sum__roll7_rel_jump=103547879424.00; total_sum__roll7_rel_jump=54635073536.00; max_sum__roll7_rel_jump=45079740416.00; max_sum__roll7_z=19952187392.00; avg_sum__roll7_z=18373652480.00; total_sum__roll7_z=17933592576.00; total_items__roll7_rel_jump=177123024.00; ecash_fraction__roll7_rel_jump=73982216.00; total_items__roll7_z=56965420.00; ecash_fraction__roll7_z=3742908.25
435,a8ae94fc18d6d40b6ff86efd8b2ff882,2023-11-09,0.0,1.0,1.0,17498.53,1.0,0.0,0.0,derived_cash_to_ecash=53259439964160.00; min_sum=499.88; ecash_fraction__roll7_rel_jump=-73.98; avg_sum__roll7_std=59.03; median_sum=47.86; ecash_fraction__roll14_rel_jump=-46.09; avg_sum__roll14_std=37.90; avg_cash=33.50; avg_sum=30.14; derived_sum_per_bill=30.14 || derived_cash_to_ecash=53259439964160.00; min_sum=499.88; ecash_fraction__roll7_rel_jump=-73.98; avg_sum__roll7_std=59.03; median_sum=47.86; ecash_fraction__roll14_rel_jump=-46.09; avg_sum__roll14_std=37.90; avg_cash=33.50; avg_sum=30.14; derived_sum_per_bill=30.14 || derived_cash_to_ecash=53259439964160.00; min_sum=499.88; ecash_fraction__roll7_rel_jump=-73.98; avg_sum__roll7_std=59.03; median_sum=47.86; ecash_fraction__roll14_rel_jump=-46.09; avg_sum__roll14_std=37.90; avg_cash=33.50; avg_sum=30.14; derived_sum_per_bill=30.14
436,a8a0dc0f4dc45706e1f2d1230f9b2e0a,2023-11-23,0.0,1.0,1.0,21175.21,27.0,21175.21,1.0,total_sum__roll7_rel_jump=56194654208.00; total_sum__roll14_rel_jump=49166979072.00; total_sum__roll14_z=18695165952.00; total_sum__roll7_z=18445514752.00; max_sum__roll7_rel_jump=7036917760.00; max_sum__roll14_rel_jump=6583670272.00; avg_sum__roll7_rel_jump=3944581120.00; avg_sum__roll14_rel_jump=3559924736.00; max_sum__roll14_z=3282652416.00; max_sum__roll7_z=3114523136.00 || total_sum__roll7_rel_jump=56194654208.00; total_sum__roll14_rel_jump=49166979072.00; total_sum__roll14_z=18695165952.00; total_sum__roll7_z=18445514752.00; max_sum__roll7_rel_jump=7036917760.00; max_sum__roll14_rel_jump=6583670272.00; avg_sum__roll7_rel_jump=3944581120.00; avg_sum__roll14_rel_jump=3559924736.00; max_sum__roll14_z=3282652416.00; max_sum__roll7_z=3114523136.00 || total_sum__roll7_rel_jump=56194654208.00; total_sum__roll14_rel_jump=49166979072.00; total_sum__roll14_z=18695165952.00; total_sum__roll7_z=18445514752.00; max_sum__roll7_rel_jump=7036917760.00; max_sum__roll14_rel_jump=6583670272.00; avg_sum__roll7_rel_jump=3944581120.00; avg_sum__roll14_rel_jump=3559924736.00; max_sum__roll14_z=3282652416.00; max_sum__roll7_z=3114523136.00
437,a8b4cd4a3838e87fb025359cee378909,2023-10-05,0.0,1.0,1.0,59287.0,33.0,0.0,0.0,derived_cash_to_ecash=180449024409600.00; max_sum__roll7_std=5.07; max_sum__roll14_std=5.02; total_cash=4.22; derived_cash_share=4.02; avg_sum__roll14_mean=3.77; avg_sum__roll7_mean=3.66; avg_cash=3.32; avg_sum__peer_date_robust_z=2.87; max_sum__roll14_mean=2.77 || derived_cash_to_ecash=180449024409600.00; max_sum__roll7_std=5.07; max_sum__roll14_std=5.02; total_cash=4.22; derived_cash_share=4.02; avg_sum__roll14_mean=3.77; avg_sum__roll7_mean=3.66; avg_cash=3.32; avg_sum__peer_date_robust_z=2.87; max_sum__roll14_mean=2.77 || derived_cash_to_ecash=180449024409600.00; max_sum__roll7_std=5.07; max_sum__roll14_std=5.02; total_cash=4.22; derived_cash_share=4.02; avg_sum__roll14_mean=3.77; avg_sum__roll7_mean=3.66; avg_cash=3.32; avg_sum__peer_date_robust_z=2.87; max_sum__roll14_mean=2.77
438,a89fd86abd268f965e2607377dc81332,2023-10-08,0.0,1.0,1.0,389879.47,576.0,288994.97,0.7412418,total_sum__roll7_rel_jump=1034659954688.00; total_sum__roll14_rel_jump=905265938432.00; total_sum__roll14_z=344216698880.00; total_sum__roll7_z=339620134912.00; total_items__roll7_rel_jump=12179422208.00; max_sum__roll7_rel_jump=11603699712.00; max_sum__roll14_rel_jump=10856306688.00; total_items__roll14_rel_jump=10793027584.00; max_sum__roll14_z=5413011456.00; max_sum__roll7_z=5135770624.00 || total_sum__roll7_rel_jump=1034659954688.00; total_sum__roll14_rel_jump=905265938432.00; total_sum__roll14_z=344216698880.00; total_sum__roll7_z=339620134912.00; total_items__roll7_rel_jump=12179422208.00; max_sum__roll7_rel_jump=11603699712.00; max_sum__roll14_rel_jump=10856306688.00; total_items__roll14_rel_jump=10793027584.00; max_sum__roll14_z=5413011456.00; max_sum__roll7_z=5135770624.00 || total_sum__roll7_rel_jump=1034659954688.00; total_sum__roll14_rel_jump=905265938432.00; total_sum__roll14_z=344216698880.00; total_sum__roll7_z=339620134912.00; total_items__roll7_rel_jump=12179422208.00; max_sum__roll7_rel_jump=11603699712.00; max_sum__roll14_rel_jump=10856306688.00; total_items__roll14_rel_jump=10793027584.00; max_sum__roll14_z=5413011456.00; max_sum__roll7_z=5135770624.00
439,a8991ed0af71b79bdb7232bf4b87f4f9,2023-11-08,0.0,1.0,1.0,35755.0,2.0,0.0,0.0,derived_cash_to_ecash=108825805848576.00; min_sum=485.63; avg_sum__roll14_rel_jump=309.99; avg_price_item=201.56; derived_sum_per_item=196.41; avg_price_piece=196.41; avg_sum__roll7_rel_jump=169.23; total_sum__roll14_rel_jump=145.46; max_sum__roll14_rel_jump=95.17; total_sum__roll7_rel_jump=81.80 || derived_cash_to_ecash=108825805848576.00; min_sum=485.63; avg_sum__roll14_rel_jump=309.99; avg_price_item=201.56; derived_sum_per_item=196.41; avg_price_piece=196.41; avg_sum__roll7_rel_jump=169.23; total_sum__roll14_rel_jump=145.46; max_sum__roll14_rel_jump=95.17; total_sum__roll7_rel_jump=81.80 || derived_cash_to_ecash=108825805848576.00; min_sum=485.63; avg_sum__roll14_rel_jump=309.99; avg_price_item=201.56; derived_sum_per_item=196.41; avg_price_piece=196.41; avg_sum__roll7_rel_jump=169.23; total_sum__roll14_rel_jump=145.46; max_sum__roll14_rel_jump=95.17; total_sum__roll7_rel_jump=81.80
440,a8991ed0af71b79bdb7232bf4b87f4f9,2023-11-02,0.0,1.0,1.0,5810.0,2.0,0.0,0.0,derived_cash_to_ecash=17683619774464.00; total_sum__roll7_rel_jump=15418546176.00; avg_sum__roll7_rel_jump=14611105792.00; max_sum__roll7_rel_jump=9853480960.00; total_sum__roll7_z=5061033472.00; max_sum__roll7_z=4361127424.00; avg_sum__roll7_z=2592611328.00; n_bills__roll7_rel_jump=5980392.50; total_items__roll7_rel_jump=5361921.00; total_items__roll7_z=1724474.25 || derived_cash_to_ecash=17683619774464.00; total_sum__roll7_rel_jump=15418546176.00; avg_sum__roll7_rel_jump=14611105792.00; max_sum__roll7_rel_jump=9853480960.00; total_sum__roll7_z=5061033472.00; max_sum__roll7_z=4361127424.00; avg_sum__roll7_z=2592611328.00; n_bills__roll7_rel_jump=5980392.50; total_items__roll7_rel_jump=5361921.00; total_items__roll7_z=1724474.25 || derived_cash_to_ecash=17683619774464.00; total_sum__roll7_rel_jump=15418546176.00; avg_sum__roll7_rel_jump=14611105792.00; max_sum__roll7_rel_jump=9853480960.00; total_sum__roll7_z=5061033472.00; max_sum__roll7_z=4361127424.00; avg_sum__roll7_z=2592611328.00; n_bills__roll7_rel_jump=5980392.50; total_items__roll7_rel_jump=5361921.00; total_items__roll7_z=1724474.25
441,a8991ed0af71b79bdb7232bf4b87f4f9,2023-10-23,0.0,1.0,1.0,2665.0,1.0,0.0,0.0,derived_cash_to_ecash=8111334621184.00; avg_sum__roll7_rel_jump=13403992064.00; total_sum__roll7_rel_jump=7072361984.00; max_sum__roll7_rel_jump=5835450368.00; max_sum__roll7_z=2582756608.00; avg_sum__roll7_z=2378419712.00; total_sum__roll7_z=2321455104.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12 || derived_cash_to_ecash=8111334621184.00; avg_sum__roll7_rel_jump=13403992064.00; total_sum__roll7_rel_jump=7072361984.00; max_sum__roll7_rel_jump=5835450368.00; max_sum__roll7_z=2582756608.00; avg_sum__roll7_z=2378419712.00; total_sum__roll7_z=2321455104.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12 || derived_cash_to_ecash=8111334621184.00; avg_sum__roll7_rel_jump=13403992064.00; total_sum__roll7_rel_jump=7072361984.00; max_sum__roll7_rel_jump=5835450368.00; max_sum__roll7_z=2582756608.00; avg_sum__roll7_z=2378419712.00; total_sum__roll7_z=2321455104.00; n_bills__roll7_rel_jump=2990196.25; total_items__roll7_rel_jump=2680960.50; total_items__roll7_z=862237.12
442,a89541f3f91d84124638be566e8e184e,2023-12-22,0.0,1.0,1.0,31600.0,2.0,0.0,0.0,derived_cash_to_ecash=96179425640448.00; total_items__roll7_z=862237.12; n_bills__roll7_z=857592.88; avg_price_item=177.97; avg_price_piece=173.44; derived_sum_per_item=173.44; median_sum=43.13; total_sum__roll7_rel_jump=30.51; avg_cash=30.24; avg_sum__peer_date_robust_z=27.79 || derived_cash_to_ecash=96179425640448.00; total_items__roll7_z=862237.12; n_bills__roll7_z=857592.88; avg_price_item=177.97; avg_price_piece=173.44; derived_sum_per_item=173.44; median_sum=43.13; total_sum__roll7_rel_jump=30.51; avg_cash=30.24; avg_sum__peer_date_robust_z=27.79 || derived_cash_to_ecash=96179425640448.00; total_items__roll7_z=862237.12; n_bills__roll7_z=857592.88; avg_price_item=177.97; avg_price_piece=173.44; derived_sum_per_item=173.44; median_sum=43.13; total_sum__roll7_rel_jump=30.51; avg_cash=30.24; avg_sum__peer_date_robust_z=27.79
443,a89541f3f91d84124638be566e8e184e,2023-12-10,0.0,1.0,1.0,10500.0,3.0,0.0,0.0,derived_cash_to_ecash=31958354624512.00; total_sum__roll7_z=6097630720.00; total_items__roll7_z=1724474.25; n_bills__roll7_z=1715185.75; min_sum=99.80; avg_price_item=38.30; avg_price_piece=37.42; derived_sum_per_item=37.42; avg_sum__roll14_std=10.14; median_sum=8.91 || derived_cash_to_ecash=31958354624512.00; total_sum__roll7_z=6097630720.00; total_items__roll7_z=1724474.25; n_bills__roll7_z=1715185.75; min_sum=99.80; avg_price_item=38.30; avg_price_piece=37.42; derived_sum_per_item=37.42; avg_sum__roll14_std=10.14; median_sum=8.91 || derived_cash_to_ecash=31958354624512.00; total_sum__roll7_z=6097630720.00; total_items__roll7_z=1724474.25; n_bills__roll7_z=1715185.75; min_sum=99.80; avg_price_item=38.30; avg_price_piece=37.42; derived_sum_per_item=37.42; avg_sum__roll14_std=10.14; median_sum=8.91
444,a89541f3f91d84124638be566e8e184e,2023-10-31,0.0,1.0,1.0,5950.0,2.0,0.0,0.0,derived_cash_to_ecash=18109733797888.00; max_sum__roll14_z=2502566912.00; max_sum__roll7_z=2374391552.00; total_sum__roll14_z=2251343616.00; total_sum__roll7_z=2221279744.00; avg_sum__roll14_z=-387038176.00; avg_sum__roll7_z=-379297696.00; total_items__roll14_z=883507.94; n_bills__roll14_z=876722.44; total_items__roll7_z=862237.12 || derived_cash_to_ecash=18109733797888.00; max_sum__roll14_z=2502566912.00; max_sum__roll7_z=2374391552.00; total_sum__roll14_z=2251343616.00; total_sum__roll7_z=2221279744.00; avg_sum__roll14_z=-387038176.00; avg_sum__roll7_z=-379297696.00; total_items__roll14_z=883507.94; n_bills__roll14_z=876722.44; total_items__roll7_z=862237.12 || derived_cash_to_ecash=18109733797888.00; max_sum__roll14_z=2502566912.00; max_sum__roll7_z=2374391552.00; total_sum__roll14_z=2251343616.00; total_sum__roll7_z=2221279744.00; avg_sum__roll14_z=-387038176.00; avg_sum__roll7_z=-379297696.00; total_items__roll14_z=883507.94; n_bills__roll14_z=876722.44; total_items__roll7_z=862237.12
445,a8910c55a775382423a4a638f38e3a12,2023-12-05,0.0,1.0,1.0,59795.0,2.0,59695.0,0.9983276,total_sum__roll7_rel_jump=158683643904.00; avg_sum__roll7_rel_jump=150373679104.00; total_sum__roll14_rel_jump=138838753280.00; avg_sum__roll14_rel_jump=135709966336.00; max_sum__roll7_rel_jump=130711896064.00; max_sum__roll14_rel_jump=122292756480.00; max_sum__roll14_z=60975808512.00; max_sum__roll7_z=57852780544.00; total_sum__roll14_z=52791799808.00; total_sum__roll7_z=52086833152.00 || total_sum__roll7_rel_jump=158683643904.00; avg_sum__roll7_rel_jump=150373679104.00; total_sum__roll14_rel_jump=138838753280.00; avg_sum__roll14_rel_jump=135709966336.00; max_sum__roll7_rel_jump=130711896064.00; max_sum__roll14_rel_jump=122292756480.00; max_sum__roll14_z=60975808512.00; max_sum__roll7_z=57852780544.00; total_sum__roll14_z=52791799808.00; total_sum__roll7_z=52086833152.00 || total_sum__roll7_rel_jump=158683643904.00; avg_sum__roll7_rel_jump=150373679104.00; total_sum__roll14_rel_jump=138838753280.00; avg_sum__roll14_rel_jump=135709966336.00; max_sum__roll7_rel_jump=130711896064.00; max_sum__roll14_rel_jump=122292756480.00; max_sum__roll14_z=60975808512.00; max_sum__roll7_z=57852780544.00; total_sum__roll14_z=52791799808.00; total_sum__roll7_z=52086833152.00
446,a8b4cd4a3838e87fb025359cee378909,2023-10-04,0.0,1.0,1.0,61633.0,34.0,0.0,0.0,derived_cash_to_ecash=187589441093632.00; max_sum__roll7_std=6.22; max_sum__roll14_std=6.18; total_cash=4.39; derived_cash_share=4.02; avg_sum__roll14_mean=4.02; avg_sum__roll7_mean=3.91; avg_cash=3.35; max_sum__roll14_mean=3.04; avg_sum__peer_date_robust_z=2.97 || derived_cash_to_ecash=187589441093632.00; max_sum__roll7_std=6.22; max_sum__roll14_std=6.18; total_cash=4.39; derived_cash_share=4.02; avg_sum__roll14_mean=4.02; avg_sum__roll7_mean=3.91; avg_cash=3.35; max_sum__roll14_mean=3.04; avg_sum__peer_date_robust_z=2.97 || derived_cash_to_ecash=187589441093632.00; max_sum__roll7_std=6.22; max_sum__roll14_std=6.18; total_cash=4.39; derived_cash_share=4.02; avg_sum__roll14_mean=4.02; avg_sum__roll7_mean=3.91; avg_cash=3.35; max_sum__roll14_mean=3.04; avg_sum__peer_date_robust_z=2.97
447,a8b4cd4a3838e87fb025359cee378909,2023-10-06,0.0,1.0,1.0,76047.0,25.0,0.0,0.0,derived_cash_to_ecash=231460636196864.00; min_sum=11.06; median_sum=6.98; avg_cash=5.71; total_cash=5.41; avg_sum__peer_date_robust_z=4.69; avg_sum=4.56; derived_sum_per_bill=4.56; max_sum__roll7_std=4.29; max_sum__roll14_std=4.24 || derived_cash_to_ecash=231460636196864.00; min_sum=11.06; median_sum=6.98; avg_cash=5.71; total_cash=5.41; avg_sum__peer_date_robust_z=4.69; avg_sum=4.56; derived_sum_per_bill=4.56; max_sum__roll7_std=4.29; max_sum__roll14_std=4.24 || derived_cash_to_ecash=231460636196864.00; min_sum=11.06; median_sum=6.98; avg_cash=5.71; total_cash=5.41; avg_sum__peer_date_robust_z=4.69; avg_sum=4.56; derived_sum_per_bill=4.56; max_sum__roll7_std=4.29; max_sum__roll14_std=4.24
448,a8858e1c2d9d3958f7cb2ad47e317cb0,2023-11-07,0.0,1.0,1.0,40072.0,15.0,0.0,0.0,derived_cash_to_ecash=121965251657728.00; max_sum__roll14_rel_jump=42.43; max_sum__roll7_rel_jump=38.46; avg_price_item=28.89; avg_price_piece=28.26; derived_sum_per_item=28.26; avg_sum__roll14_rel_jump=26.70; max_sum__roll14_z=26.68; max_sum__roll7_z=24.84; avg_sum__roll7_rel_jump=24.47 || derived_cash_to_ecash=121965251657728.00; max_sum__roll14_rel_jump=42.43; max_sum__roll7_rel_jump=38.46; avg_price_item=28.89; avg_price_piece=28.26; derived_sum_per_item=28.26; avg_sum__roll14_rel_jump=26.70; max_sum__roll14_z=26.68; max_sum__roll7_z=24.84; avg_sum__roll7_rel_jump=24.47 || derived_cash_to_ecash=121965251657728.00; max_sum__roll14_rel_jump=42.43; max_sum__roll7_rel_jump=38.46; avg_price_item=28.89; avg_price_piece=28.26; derived_sum_per_item=28.26; avg_sum__roll14_rel_jump=26.70; max_sum__roll14_z=26.68; max_sum__roll7_z=24.84; avg_sum__roll7_rel_jump=24.47
449,a8b4cd4a3838e87fb025359cee378909,2023-10-17,0.0,1.0,1.0,72596.0,28.0,0.0,0.0,derived_cash_to_ecash=220956991684608.00; min_sum=17.64; total_cash=5.17; avg_cash=4.85; avg_sum__peer_date_robust_z=4.64; median_sum=4.47; derived_cash_share=4.02; avg_sum__roll14_mean=3.81; avg_sum=3.76; derived_sum_per_bill=3.76 || derived_cash_to_ecash=220956991684608.00; min_sum=17.64; total_cash=5.17; avg_cash=4.85; avg_sum__peer_date_robust_z=4.64; median_sum=4.47; derived_cash_share=4.02; avg_sum__roll14_mean=3.81; avg_sum=3.76; derived_sum_per_bill=3.76 || derived_cash_to_ecash=220956991684608.00; min_sum=17.64; total_cash=5.17; avg_cash=4.85; avg_sum__peer_date_robust_z=4.64; median_sum=4.47; derived_cash_share=4.02; avg_sum__roll14_mean=3.81; avg_sum=3.76; derived_sum_per_bill=3.76
450,a8b4cd4a3838e87fb025359cee378909,2023-10-25,0.0,1.0,1.0,76433.0,37.0,0.0,0.0,derived_cash_to_ecash=232635494301696.00; min_sum=9.43; total_cash=5.44; derived_cash_share=4.02; avg_sum__roll14_mean=3.95; avg_sum__roll7_mean=3.91; avg_cash=3.84; avg_sum__peer_date_robust_z=3.42; median_sum=3.36; derived_items_per_bill=3.09 || derived_cash_to_ecash=232635494301696.00; min_sum=9.43; total_cash=5.44; derived_cash_share=4.02; avg_sum__roll14_mean=3.95; avg_sum__roll7_mean=3.91; avg_cash=3.84; avg_sum__peer_date_robust_z=3.42; median_sum=3.36; derived_items_per_bill=3.09 || derived_cash_to_ecash=232635494301696.00; min_sum=9.43; total_cash=5.44; derived_cash_share=4.02; avg_sum__roll14_mean=3.95; avg_sum__roll7_mean=3.91; avg_cash=3.84; avg_sum__peer_date_robust_z=3.42; median_sum=3.36; derived_items_per_bill=3.09
451,a8b4cd4a3838e87fb025359cee378909,2023-10-24,0.0,1.0,1.0,90467.0,37.0,0.0,0.0,derived_cash_to_ecash=275350101688320.00; total_cash=6.44; median_sum=5.60; min_sum=5.20; avg_cash=4.57; avg_sum__peer_date_robust_z=4.34; derived_cash_share=4.02; avg_sum__roll7_mean=3.95; avg_sum__roll14_mean=3.90; total_items__roll14_z=3.90 || derived_cash_to_ecash=275350101688320.00; total_cash=6.44; median_sum=5.60; min_sum=5.20; avg_cash=4.57; avg_sum__peer_date_robust_z=4.34; derived_cash_share=4.02; avg_sum__roll7_mean=3.95; avg_sum__roll14_mean=3.90; total_items__roll14_z=3.90 || derived_cash_to_ecash=275350101688320.00; total_cash=6.44; median_sum=5.60; min_sum=5.20; avg_cash=4.57; avg_sum__peer_date_robust_z=4.34; derived_cash_share=4.02; avg_sum__roll7_mean=3.95; avg_sum__roll14_mean=3.90; total_items__roll14_z=3.90
452,a8b4cd4a3838e87fb025359cee378909,2023-10-23,0.0,1.0,1.0,71553.0,29.0,0.0,0.0,derived_cash_to_ecash=217782490759168.00; total_cash=5.09; avg_cash=4.61; avg_sum__peer_date_robust_z=4.43; median_sum=4.30; min_sum=4.06; derived_cash_share=4.02; avg_sum__roll7_mean=3.92; avg_sum__roll14_mean=3.84; avg_sum=3.54 || derived_cash_to_ecash=217782490759168.00; total_cash=5.09; avg_cash=4.61; avg_sum__peer_date_robust_z=4.43; median_sum=4.30; min_sum=4.06; derived_cash_share=4.02; avg_sum__roll7_mean=3.92; avg_sum__roll14_mean=3.84; avg_sum=3.54 || derived_cash_to_ecash=217782490759168.00; total_cash=5.09; avg_cash=4.61; avg_sum__peer_date_robust_z=4.43; median_sum=4.30; min_sum=4.06; derived_cash_share=4.02; avg_sum__roll7_mean=3.92; avg_sum__roll14_mean=3.84; avg_sum=3.54
453,a8b4cd4a3838e87fb025359cee378909,2023-10-22,0.0,1.0,1.0,74023.0,33.0,0.0,0.0,derived_cash_to_ecash=225300277362688.00; min_sum=10.01; total_cash=5.27; avg_cash=4.18; derived_cash_share=4.02; avg_sum__roll7_mean=3.76; avg_sum__roll14_mean=3.76; median_sum=3.60; avg_sum=3.15; derived_sum_per_bill=3.15 || derived_cash_to_ecash=225300277362688.00; min_sum=10.01; total_cash=5.27; avg_cash=4.18; derived_cash_share=4.02; avg_sum__roll7_mean=3.76; avg_sum__roll14_mean=3.76; median_sum=3.60; avg_sum=3.15; derived_sum_per_bill=3.15 || derived_cash_to_ecash=225300277362688.00; min_sum=10.01; total_cash=5.27; avg_cash=4.18; derived_cash_share=4.02; avg_sum__roll7_mean=3.76; avg_sum__roll14_mean=3.76; median_sum=3.60; avg_sum=3.15; derived_sum_per_bill=3.15
454,a8b4cd4a3838e87fb025359cee378909,2023-10-21,0.0,1.0,1.0,89343.0,37.0,0.0,0.0,derived_cash_to_ecash=271929042796544.00; min_sum=8.63; total_cash=6.36; avg_cash=4.51; median_sum=4.03; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.69; avg_sum=3.45; derived_sum_per_bill=3.45 || derived_cash_to_ecash=271929042796544.00; min_sum=8.63; total_cash=6.36; avg_cash=4.51; median_sum=4.03; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.69; avg_sum=3.45; derived_sum_per_bill=3.45 || derived_cash_to_ecash=271929042796544.00; min_sum=8.63; total_cash=6.36; avg_cash=4.51; median_sum=4.03; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.69; avg_sum=3.45; derived_sum_per_bill=3.45
