final_rank,kkt_id,final_kkt_anomaly_score,best_score,mean_score,ts_final_score,ts_total_anomaly_days,ts_total_days,explanation
161,1287a2d01a21e019d228cb02806c53c5,1.0,1.0,1.0,1.0,1122,92,"avg_price_piece__standard_deviation=952.37; avg_price_item__standard_deviation=788.03; min_sum__standard_deviation=669.99; min_sum__maximum=619.55; min_sum__fft_coefficient__attr_""abs""__coeff_1=565.48; avg_price_piece__mean=445.25; min_sum__mean=418.60; avg_price_item__mean=383.77; median_sum__standard_deviation=296.19; avg_sum__standard_deviation=220.59 || avg_price_piece__standard_deviation=952.37; avg_price_item__standard_deviation=788.03; min_sum__standard_deviation=669.99; min_sum__maximum=619.55; min_sum__fft_coefficient__attr_""abs""__coeff_1=565.48; avg_price_piece__mean=445.25; min_sum__mean=418.60; avg_price_item__mean=383.77; median_sum__standard_deviation=296.19; avg_sum__standard_deviation=220.59 || avg_price_piece__standard_deviation=952.37; avg_price_item__standard_deviation=788.03; min_sum__standard_deviation=669.99; min_sum__maximum=619.55; min_sum__fft_coefficient__attr_""abs""__coeff_1=565.48; avg_price_piece__mean=445.25; min_sum__mean=418.60; avg_price_item__mean=383.77; median_sum__standard_deviation=296.19; avg_sum__standard_deviation=220.59"
162,be73ef00dc75121987a856438567ff0b,1.0,1.0,1.0,0.9867779214706696,714,92,avg_price_piece__standard_deviation=129.32; avg_price_piece__mean=109.44; avg_price_item__standard_deviation=106.90; avg_price_item__mean=94.32; n_items__standard_deviation=-0.35; total_items__standard_deviation=-0.34; total_items__mean=-0.32; n_items__mean=-0.32 || avg_price_piece__standard_deviation=129.32; avg_price_piece__mean=109.44; avg_price_item__standard_deviation=106.90; avg_price_item__mean=94.32; n_items__standard_deviation=-0.35; total_items__standard_deviation=-0.34; total_items__mean=-0.32; n_items__mean=-0.32 || avg_price_piece__standard_deviation=129.32; avg_price_piece__mean=109.44; avg_price_item__standard_deviation=106.90; avg_price_item__mean=94.32; n_items__standard_deviation=-0.35; total_items__standard_deviation=-0.34; total_items__mean=-0.32; n_items__mean=-0.32
163,21f56b784215b3997d66cbf0339b3823,1.0,1.0,1.0,1.0,965,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=186.16; min_sum__standard_deviation=181.26; avg_price_piece__standard_deviation=179.87; min_sum__mean=169.00; min_sum__maximum=161.04; avg_price_item__standard_deviation=135.67; avg_price_piece__mean=113.52; median_sum__standard_deviation=103.84; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=97.71; avg_sum__standard_deviation=77.90 || min_sum__fft_coefficient__attr_""abs""__coeff_1=186.16; min_sum__standard_deviation=181.26; avg_price_piece__standard_deviation=179.87; min_sum__mean=169.00; min_sum__maximum=161.04; avg_price_item__standard_deviation=135.67; avg_price_piece__mean=113.52; median_sum__standard_deviation=103.84; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=97.71; avg_sum__standard_deviation=77.90 || min_sum__fft_coefficient__attr_""abs""__coeff_1=186.16; min_sum__standard_deviation=181.26; avg_price_piece__standard_deviation=179.87; min_sum__mean=169.00; min_sum__maximum=161.04; avg_price_item__standard_deviation=135.67; avg_price_piece__mean=113.52; median_sum__standard_deviation=103.84; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=97.71; avg_sum__standard_deviation=77.90"
164,bef260c1d9e479728004ae4eabacee37,1.0,1.0,1.0,0.9860771758170668,692,92,"total_sum__fft_coefficient__attr_""abs""__coeff_2=75.24; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=62.42; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=60.29; total_sum__fft_coefficient__attr_""abs""__coeff_1=50.44; total_ecash__standard_deviation=45.34; total_sum__standard_deviation=34.79; total_sum__maximum=30.28; max_sum__fft_coefficient__attr_""abs""__coeff_1=28.00; std_sum__median=25.33; std_sum__mean=19.93 || total_sum__fft_coefficient__attr_""abs""__coeff_2=75.24; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=62.42; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=60.29; total_sum__fft_coefficient__attr_""abs""__coeff_1=50.44; total_ecash__standard_deviation=45.34; total_sum__standard_deviation=34.79; total_sum__maximum=30.28; max_sum__fft_coefficient__attr_""abs""__coeff_1=28.00; std_sum__median=25.33; std_sum__mean=19.93 || total_sum__fft_coefficient__attr_""abs""__coeff_2=75.24; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=62.42; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=60.29; total_sum__fft_coefficient__attr_""abs""__coeff_1=50.44; total_ecash__standard_deviation=45.34; total_sum__standard_deviation=34.79; total_sum__maximum=30.28; max_sum__fft_coefficient__attr_""abs""__coeff_1=28.00; std_sum__median=25.33; std_sum__mean=19.93"
165,9ca46656bd4a68b46569a0592d8b6fb0,1.0,1.0,1.0,1.0,1046,92,"avg_price_piece__standard_deviation=1337.91; avg_price_item__standard_deviation=1009.26; median_sum__standard_deviation=871.74; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=782.66; min_sum__standard_deviation=606.73; avg_sum__standard_deviation=580.79; min_sum__maximum=574.30; std_sum__standard_deviation=545.29; min_sum__fft_coefficient__attr_""abs""__coeff_1=529.28; avg_ecash__standard_deviation=378.66 || avg_price_piece__standard_deviation=1337.91; avg_price_item__standard_deviation=1009.26; median_sum__standard_deviation=871.74; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=782.66; min_sum__standard_deviation=606.73; avg_sum__standard_deviation=580.79; min_sum__maximum=574.30; std_sum__standard_deviation=545.29; min_sum__fft_coefficient__attr_""abs""__coeff_1=529.28; avg_ecash__standard_deviation=378.66 || avg_price_piece__standard_deviation=1337.91; avg_price_item__standard_deviation=1009.26; median_sum__standard_deviation=871.74; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=782.66; min_sum__standard_deviation=606.73; avg_sum__standard_deviation=580.79; min_sum__maximum=574.30; std_sum__standard_deviation=545.29; min_sum__fft_coefficient__attr_""abs""__coeff_1=529.28; avg_ecash__standard_deviation=378.66"
166,33b7268b118e4cfb19222fbfa2839bea,1.0,1.0,1.0,1.0,695,92,"min_sum__maximum=1630.65; min_sum__fft_coefficient__attr_""abs""__coeff_1=1356.82; min_sum__standard_deviation=1196.35; avg_price_piece__standard_deviation=1127.60; avg_price_item__standard_deviation=850.61; median_sum__standard_deviation=650.63; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-538.33; avg_sum__standard_deviation=490.09; avg_ecash__standard_deviation=401.38; min_sum__mean=290.77 || min_sum__maximum=1630.65; min_sum__fft_coefficient__attr_""abs""__coeff_1=1356.82; min_sum__standard_deviation=1196.35; avg_price_piece__standard_deviation=1127.60; avg_price_item__standard_deviation=850.61; median_sum__standard_deviation=650.63; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-538.33; avg_sum__standard_deviation=490.09; avg_ecash__standard_deviation=401.38; min_sum__mean=290.77 || min_sum__maximum=1630.65; min_sum__fft_coefficient__attr_""abs""__coeff_1=1356.82; min_sum__standard_deviation=1196.35; avg_price_piece__standard_deviation=1127.60; avg_price_item__standard_deviation=850.61; median_sum__standard_deviation=650.63; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-538.33; avg_sum__standard_deviation=490.09; avg_ecash__standard_deviation=401.38; min_sum__mean=290.77"
167,0bf8d5d3cc3f3036a5dce07f5581ff46,1.0,1.0,1.0,0.9574595813993138,588,92,"std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-221.75; max_sum__fft_coefficient__attr_""abs""__coeff_1=146.47; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-73.63; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-66.64; total_sum__fft_coefficient__attr_""abs""__coeff_1=57.11; max_sum__standard_deviation=55.40; std_sum__standard_deviation=49.83; max_sum__maximum=46.49; std_sum__mean=38.74; max_sum__mean=36.54 || std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-221.75; max_sum__fft_coefficient__attr_""abs""__coeff_1=146.47; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-73.63; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-66.64; total_sum__fft_coefficient__attr_""abs""__coeff_1=57.11; max_sum__standard_deviation=55.40; std_sum__standard_deviation=49.83; max_sum__maximum=46.49; std_sum__mean=38.74; max_sum__mean=36.54 || std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-221.75; max_sum__fft_coefficient__attr_""abs""__coeff_1=146.47; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-73.63; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-66.64; total_sum__fft_coefficient__attr_""abs""__coeff_1=57.11; max_sum__standard_deviation=55.40; std_sum__standard_deviation=49.83; max_sum__maximum=46.49; std_sum__mean=38.74; max_sum__mean=36.54"
168,7db4bcc088b6a9359f9e7707daa79fdf,1.0,1.0,1.0,0.9916515258926404,1124,92,"min_sum__minimum=449.00; total_sum__minimum=167.82; total_sum__fft_coefficient__attr_""abs""__coeff_2=44.76; total_sum__fft_coefficient__attr_""abs""__coeff_1=33.27; total_ecash__standard_deviation=26.68; total_items__standard_deviation=23.87; n_items__standard_deviation=23.24; total_sum__standard_deviation=22.85; total_ecash__sum_values=22.38; total_items__mean=19.86 || min_sum__minimum=449.00; total_sum__minimum=167.82; total_sum__fft_coefficient__attr_""abs""__coeff_2=44.76; total_sum__fft_coefficient__attr_""abs""__coeff_1=33.27; total_ecash__standard_deviation=26.68; total_items__standard_deviation=23.87; n_items__standard_deviation=23.24; total_sum__standard_deviation=22.85; total_ecash__sum_values=22.38; total_items__mean=19.86 || min_sum__minimum=449.00; total_sum__minimum=167.82; total_sum__fft_coefficient__attr_""abs""__coeff_2=44.76; total_sum__fft_coefficient__attr_""abs""__coeff_1=33.27; total_ecash__standard_deviation=26.68; total_items__standard_deviation=23.87; n_items__standard_deviation=23.24; total_sum__standard_deviation=22.85; total_ecash__sum_values=22.38; total_items__mean=19.86"
169,129b229129f5797d757efcd458e1737d,1.0,1.0,1.0,0.9486697425009416,486,92,"min_sum__standard_deviation=364.80; min_sum__mean=321.58; min_sum__fft_coefficient__attr_""abs""__coeff_1=231.22; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=216.87; avg_price_item__standard_deviation=189.82; median_sum__standard_deviation=146.74; min_sum__maximum=144.36; avg_sum__standard_deviation=109.18; median_sum__mean=56.97; avg_price_item__mean=48.90 || min_sum__standard_deviation=364.80; min_sum__mean=321.58; min_sum__fft_coefficient__attr_""abs""__coeff_1=231.22; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=216.87; avg_price_item__standard_deviation=189.82; median_sum__standard_deviation=146.74; min_sum__maximum=144.36; avg_sum__standard_deviation=109.18; median_sum__mean=56.97; avg_price_item__mean=48.90 || min_sum__standard_deviation=364.80; min_sum__mean=321.58; min_sum__fft_coefficient__attr_""abs""__coeff_1=231.22; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=216.87; avg_price_item__standard_deviation=189.82; median_sum__standard_deviation=146.74; min_sum__maximum=144.36; avg_sum__standard_deviation=109.18; median_sum__mean=56.97; avg_price_item__mean=48.90"
170,27655818635262ca70f13231155af091,1.0,1.0,1.0,1.0,1315,92,"n_bills__mean=14.40; n_bills__median=13.15; n_bills__standard_deviation=9.63; ecash_fraction__ecash_bills_fraction__corr=-0.85; ecash_bills_fraction__mean=0.51; ecash_bills_fraction__standard_deviation=-0.34; ecash_bills_fraction__n_bills__corr=-0.28; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.17; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.00 || n_bills__mean=14.40; n_bills__median=13.15; n_bills__standard_deviation=9.63; ecash_fraction__ecash_bills_fraction__corr=-0.85; ecash_bills_fraction__mean=0.51; ecash_bills_fraction__standard_deviation=-0.34; ecash_bills_fraction__n_bills__corr=-0.28; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.17; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.00 || n_bills__mean=14.40; n_bills__median=13.15; n_bills__standard_deviation=9.63; ecash_fraction__ecash_bills_fraction__corr=-0.85; ecash_bills_fraction__mean=0.51; ecash_bills_fraction__standard_deviation=-0.34; ecash_bills_fraction__n_bills__corr=-0.28; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.17; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.00"
171,eef2514bb4b6582d9fdd30375a7dc2bb,1.0,1.0,1.0,0.9970830772158832,735,92,avg_ecash__standard_deviation=216.24; avg_ecash__mean=28.52; ecash_fraction__standard_deviation=1.44; avg_cash__avg_ecash__corr=1.43; total_ecash__standard_deviation=1.05; ecash_fraction__value_count__value_1=0.82; ecash_fraction__count_above__t_0.99=0.77; ecash_fraction__value_count__value_0=0.58; ecash_fraction__count_below__t_0.01=0.57; total_cash__total_ecash__corr=0.47 || avg_ecash__standard_deviation=216.24; avg_ecash__mean=28.52; ecash_fraction__standard_deviation=1.44; avg_cash__avg_ecash__corr=1.43; total_ecash__standard_deviation=1.05; ecash_fraction__value_count__value_1=0.82; ecash_fraction__count_above__t_0.99=0.77; ecash_fraction__value_count__value_0=0.58; ecash_fraction__count_below__t_0.01=0.57; total_cash__total_ecash__corr=0.47 || avg_ecash__standard_deviation=216.24; avg_ecash__mean=28.52; ecash_fraction__standard_deviation=1.44; avg_cash__avg_ecash__corr=1.43; total_ecash__standard_deviation=1.05; ecash_fraction__value_count__value_1=0.82; ecash_fraction__count_above__t_0.99=0.77; ecash_fraction__value_count__value_0=0.58; ecash_fraction__count_below__t_0.01=0.57; total_cash__total_ecash__corr=0.47
172,5c3df861604da99580c45ed6fa6cbfd7,1.0,1.0,1.0,1.0,1080,92,avg_ecash__standard_deviation=154.80; std_sum__standard_deviation=121.43; avg_price_piece__standard_deviation=85.72; std_sum__mean=74.42; max_sum__maximum=69.10; avg_price_item__standard_deviation=64.39; avg_ecash__mean=58.63; max_sum__standard_deviation=56.41; avg_price_piece__mean=55.00; avg_sum__standard_deviation=46.95 || avg_ecash__standard_deviation=154.80; std_sum__standard_deviation=121.43; avg_price_piece__standard_deviation=85.72; std_sum__mean=74.42; max_sum__maximum=69.10; avg_price_item__standard_deviation=64.39; avg_ecash__mean=58.63; max_sum__standard_deviation=56.41; avg_price_piece__mean=55.00; avg_sum__standard_deviation=46.95 || avg_ecash__standard_deviation=154.80; std_sum__standard_deviation=121.43; avg_price_piece__standard_deviation=85.72; std_sum__mean=74.42; max_sum__maximum=69.10; avg_price_item__standard_deviation=64.39; avg_ecash__mean=58.63; max_sum__standard_deviation=56.41; avg_price_piece__mean=55.00; avg_sum__standard_deviation=46.95
173,6e69c6c83a59da59c41cb433ff9d48c1,1.0,1.0,1.0,0.9987834342819432,758,92,avg_price_piece__standard_deviation=121.44; avg_ecash__standard_deviation=105.15; avg_price_item__standard_deviation=100.43; min_sum__minimum=100.00; avg_price_piece__mean=86.94; avg_price_item__mean=74.85; min_sum__maximum=74.78; min_sum__standard_deviation=55.91; std_sum__mean=41.17; avg_ecash__mean=41.10 || avg_price_piece__standard_deviation=121.44; avg_ecash__standard_deviation=105.15; avg_price_item__standard_deviation=100.43; min_sum__minimum=100.00; avg_price_piece__mean=86.94; avg_price_item__mean=74.85; min_sum__maximum=74.78; min_sum__standard_deviation=55.91; std_sum__mean=41.17; avg_ecash__mean=41.10 || avg_price_piece__standard_deviation=121.44; avg_ecash__standard_deviation=105.15; avg_price_item__standard_deviation=100.43; min_sum__minimum=100.00; avg_price_piece__mean=86.94; avg_price_item__mean=74.85; min_sum__maximum=74.78; min_sum__standard_deviation=55.91; std_sum__mean=41.17; avg_ecash__mean=41.10
174,6bcec1b09b22cf22ed0bd930616633f6,1.0,1.0,1.0,0.9735971691730746,573,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=828.60; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=425.74; min_sum__standard_deviation=351.50; min_sum__mean=300.08; min_sum__maximum=272.08; median_sum__standard_deviation=175.22; avg_sum__standard_deviation=133.44; median_sum__mean=77.04; std_sum__standard_deviation=61.82; avg_sum__mean=51.56 || min_sum__fft_coefficient__attr_""abs""__coeff_1=828.60; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=425.74; min_sum__standard_deviation=351.50; min_sum__mean=300.08; min_sum__maximum=272.08; median_sum__standard_deviation=175.22; avg_sum__standard_deviation=133.44; median_sum__mean=77.04; std_sum__standard_deviation=61.82; avg_sum__mean=51.56 || min_sum__fft_coefficient__attr_""abs""__coeff_1=828.60; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=425.74; min_sum__standard_deviation=351.50; min_sum__mean=300.08; min_sum__maximum=272.08; median_sum__standard_deviation=175.22; avg_sum__standard_deviation=133.44; median_sum__mean=77.04; std_sum__standard_deviation=61.82; avg_sum__mean=51.56"
175,9fe9e3bbf7041427c8bc6c7847dd36b6,1.0,1.0,0.9964683602116856,1.0,694,92,"median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-341.97; avg_price_piece__standard_deviation=292.97; min_sum__standard_deviation=276.75; avg_ecash__standard_deviation=265.82; avg_price_item__standard_deviation=220.99; min_sum__maximum=213.49; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-173.54; min_sum__mean=169.48; median_sum__standard_deviation=158.69; avg_sum__standard_deviation=150.85 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-341.97; avg_price_piece__standard_deviation=292.97; min_sum__standard_deviation=276.75; avg_ecash__standard_deviation=265.82; avg_price_item__standard_deviation=220.99; min_sum__maximum=213.49; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-173.54; min_sum__mean=169.48; median_sum__standard_deviation=158.69; avg_sum__standard_deviation=150.85 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-341.97; avg_price_piece__standard_deviation=292.97; min_sum__standard_deviation=276.75; avg_ecash__standard_deviation=265.82; avg_price_item__standard_deviation=220.99; min_sum__maximum=213.49; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-173.54; min_sum__mean=169.48; median_sum__standard_deviation=158.69; avg_sum__standard_deviation=150.85"
176,b9c07c668f29fff1dc24bce9a287c4d4,1.0,1.0,1.0,1.0,1075,92,avg_price_piece__mean=110.37; avg_price_item__mean=95.06; avg_price_piece__standard_deviation=77.87; avg_price_item__standard_deviation=64.38; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__mean=110.37; avg_price_item__mean=95.06; avg_price_piece__standard_deviation=77.87; avg_price_item__standard_deviation=64.38; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__mean=110.37; avg_price_item__mean=95.06; avg_price_piece__standard_deviation=77.87; avg_price_item__standard_deviation=64.38; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33
177,4aac75515420a03fdd68ba854e8db2e8,1.0,1.0,1.0,1.0,876,92,avg_price_piece__standard_deviation=99.14; avg_price_item__mean=93.14; avg_price_piece__mean=90.03; avg_price_item__standard_deviation=76.61; total_items__standard_deviation=1.43; n_items__standard_deviation=-0.37; n_items__mean=-0.32; total_items__mean=-0.24 || avg_price_piece__standard_deviation=99.14; avg_price_item__mean=93.14; avg_price_piece__mean=90.03; avg_price_item__standard_deviation=76.61; total_items__standard_deviation=1.43; n_items__standard_deviation=-0.37; n_items__mean=-0.32; total_items__mean=-0.24 || avg_price_piece__standard_deviation=99.14; avg_price_item__mean=93.14; avg_price_piece__mean=90.03; avg_price_item__standard_deviation=76.61; total_items__standard_deviation=1.43; n_items__standard_deviation=-0.37; n_items__mean=-0.32; total_items__mean=-0.24
178,e94ad292b34cd72896d770559e921ac6,1.0,1.0,1.0,1.0,1050,92,avg_price_piece__standard_deviation=195.19; avg_price_piece__mean=177.14; avg_price_item__standard_deviation=161.46; avg_price_item__mean=152.62; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__standard_deviation=195.19; avg_price_piece__mean=177.14; avg_price_item__standard_deviation=161.46; avg_price_item__mean=152.62; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__standard_deviation=195.19; avg_price_piece__mean=177.14; avg_price_item__standard_deviation=161.46; avg_price_item__mean=152.62; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34
179,6c66ba67eab0ccaca854ea8db70c3886,1.0,1.0,1.0,1.0,1342,92,"total_items__standard_deviation=427.28; total_items__mean=265.11; total_sum__fft_coefficient__attr_""abs""__coeff_1=207.30; total_sum__standard_deviation=170.58; total_sum__sum_values=145.25; total_sum__mean=145.25; total_sum__median=132.91; total_sum__mean_abs_change=129.17; total_sum__maximum=120.65; n_items__standard_deviation=101.65 || total_items__standard_deviation=427.28; total_items__mean=265.11; total_sum__fft_coefficient__attr_""abs""__coeff_1=207.30; total_sum__standard_deviation=170.58; total_sum__sum_values=145.25; total_sum__mean=145.25; total_sum__median=132.91; total_sum__mean_abs_change=129.17; total_sum__maximum=120.65; n_items__standard_deviation=101.65 || total_items__standard_deviation=427.28; total_items__mean=265.11; total_sum__fft_coefficient__attr_""abs""__coeff_1=207.30; total_sum__standard_deviation=170.58; total_sum__sum_values=145.25; total_sum__mean=145.25; total_sum__median=132.91; total_sum__mean_abs_change=129.17; total_sum__maximum=120.65; n_items__standard_deviation=101.65"
180,0333d89b5529df20c6601b7581bc3a32,1.0,1.0,1.0,1.0,1079,92,avg_price_piece__mean=141.90; avg_price_item__mean=122.24; avg_price_piece__standard_deviation=71.81; avg_price_item__standard_deviation=59.37; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__mean=141.90; avg_price_item__mean=122.24; avg_price_piece__standard_deviation=71.81; avg_price_item__standard_deviation=59.37; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__mean=141.90; avg_price_item__mean=122.24; avg_price_piece__standard_deviation=71.81; avg_price_item__standard_deviation=59.37; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33
181,4d3414d7465086f94664a78cdb002b5f,1.0,1.0,1.0,1.0,1295,92,"min_sum__minimum=101.00; total_sum__fft_coefficient__attr_""abs""__coeff_2=39.42; total_sum__mean=35.19; total_sum__sum_values=35.19; total_sum__median=33.90; total_items__mean=29.35; total_sum__maximum=27.67; n_items__mean=25.77; total_sum__minimum=23.18; total_sum__standard_deviation=22.65 || min_sum__minimum=101.00; total_sum__fft_coefficient__attr_""abs""__coeff_2=39.42; total_sum__mean=35.19; total_sum__sum_values=35.19; total_sum__median=33.90; total_items__mean=29.35; total_sum__maximum=27.67; n_items__mean=25.77; total_sum__minimum=23.18; total_sum__standard_deviation=22.65 || min_sum__minimum=101.00; total_sum__fft_coefficient__attr_""abs""__coeff_2=39.42; total_sum__mean=35.19; total_sum__sum_values=35.19; total_sum__median=33.90; total_items__mean=29.35; total_sum__maximum=27.67; n_items__mean=25.77; total_sum__minimum=23.18; total_sum__standard_deviation=22.65"
182,4bde94dd8c6a7369f86e06d7d23a18fd,1.0,1.0,1.0,1.0,1302,92,"n_bills__mean=14.45; n_bills__median=13.08; n_bills__standard_deviation=9.43; ecash_fraction__ecash_bills_fraction__corr=-0.85; ecash_bills_fraction__mean=0.51; ecash_bills_fraction__standard_deviation=-0.34; ecash_bills_fraction__n_bills__corr=-0.28; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.15; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.00 || n_bills__mean=14.45; n_bills__median=13.08; n_bills__standard_deviation=9.43; ecash_fraction__ecash_bills_fraction__corr=-0.85; ecash_bills_fraction__mean=0.51; ecash_bills_fraction__standard_deviation=-0.34; ecash_bills_fraction__n_bills__corr=-0.28; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.15; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.00 || n_bills__mean=14.45; n_bills__median=13.08; n_bills__standard_deviation=9.43; ecash_fraction__ecash_bills_fraction__corr=-0.85; ecash_bills_fraction__mean=0.51; ecash_bills_fraction__standard_deviation=-0.34; ecash_bills_fraction__n_bills__corr=-0.28; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.15; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.00"
183,6cdac220fa1cbf9f396cbb88bdb1959e,1.0,1.0,1.0,1.0,684,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=619.79; avg_price_piece__standard_deviation=444.77; avg_price_item__standard_deviation=367.99; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-326.84; min_sum__mean=325.82; min_sum__standard_deviation=307.05; avg_price_piece__mean=217.46; avg_price_item__mean=187.39; median_sum__standard_deviation=145.95; min_sum__maximum=144.36 || min_sum__fft_coefficient__attr_""abs""__coeff_1=619.79; avg_price_piece__standard_deviation=444.77; avg_price_item__standard_deviation=367.99; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-326.84; min_sum__mean=325.82; min_sum__standard_deviation=307.05; avg_price_piece__mean=217.46; avg_price_item__mean=187.39; median_sum__standard_deviation=145.95; min_sum__maximum=144.36 || min_sum__fft_coefficient__attr_""abs""__coeff_1=619.79; avg_price_piece__standard_deviation=444.77; avg_price_item__standard_deviation=367.99; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-326.84; min_sum__mean=325.82; min_sum__standard_deviation=307.05; avg_price_piece__mean=217.46; avg_price_item__mean=187.39; median_sum__standard_deviation=145.95; min_sum__maximum=144.36"
